Nº OCORRÊNCIA;DATA DO FATO;HORA DO FATO;OBJETO;AÇAO ;UF;MUNICIPIO;BAIRRO;LOGRADOURO;TIPO DE LOCAL
49859347;02/01/2023;19:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PLANALTO DE CARAPINA;Sem InformaçAo;VEICULO
49859348;02/01/2023;22:10:00;VEICULO;ROUBADO;ES;SERRA;NOVO HORIZONTE;AV BRASIL;VIA PUBLICA
49859460;02/01/2023;11:00:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;CARAPINA;AV DUZENTOS;VEICULO
49859911;02/01/2023;17:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;EURICO SALLES;Sem InformaçAo;VIA PUBLICA
49859966;02/01/2023;23:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;JOSE DE ANCHIETA;AV DA PALMEIRAS;VIA PUBLICA
49859966;02/01/2023;23:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;JOSE DE ANCHIETA;AV DA PALMEIRAS;VIA PUBLICA
49860081;02/01/2023;08:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;COLINA DE LARANJEIRAS;AVENIDA BRAUNA;VIA PUBLICA
49860188;02/01/2023;14:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;OUTRO LOCAL;Sem InformaçAo;VIA PUBLICA
49860464;02/01/2023;18:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;JARDIM BELA VISTA;RUA 10;VIA PUBLICA
49860464;02/01/2023;18:00:00;VEICULO;ROUBADO;ES;SERRA;JARDIM BELA VISTA;RUA 10;VIA PUBLICA
49861594;02/01/2023;20:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;VISTA DA SERRA II;PROXIMO A PADARIA;VIA PUBLICA
49861600;02/01/2023;14:34:00;APARELHOS TELEFONICOS;FURTADO;ES;VIANA;CENTRO;RODOVIA BR 261;HOSPITAL
49862171;02/01/2023;Indeterminada;VEICULO;FURTADO;ES;CARIACICA;VILA INDEPENDENCIA;RUA DAS FLORES;VIA PUBLICA
49862766;02/01/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;PORTO DE SANTANA;Sem InformaçAo;VIA PUBLICA
49862875;02/01/2023;13:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;PORTO DE SANTANA;Sem InformaçAo;VIA PUBLICA
49865144;02/01/2023;23:30:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;JOSE DE ANCHIETA;AV DAS CASTANHEIRAS;VIA PUBLICA
49869059;02/01/2023;15:30:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPINA GRANDE;Sem InformaçAo;VEICULO
49870024;02/01/2023;15:19:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;ENSEADA DO SUA;R. DES. MARIO DA SILVA NUNES;VIA PUBLICA
49870033;02/01/2023;15:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;PRAIA DO SUA;RUA JOAO BAPTISTA PARRA;VIA PUBLICA
49871881;02/01/2023;21:40:00;BICICLETA;ROUBADO;ES;MARATAIZES;BARRA DE ITAPEMIRIM;Sem InformaçAo;VIA PUBLICA
49871881;02/01/2023;21:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;MARATAIZES;BARRA DE ITAPEMIRIM;Sem InformaçAo;VIA PUBLICA
49876932;02/01/2023;12:00:00;APARELHOS TELEFONICOS;FURTADO;ES;MUQUI;NOSSA SENHORA APARECIDA;RUA GILBERTO BONFANTE;SAMBODROMO
49877039;02/01/2023;08:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;MUCURI;ROD BR 101 CONTORNO;VIA PUBLICA
49877418;02/01/2023;05:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ZONA RURAL;Sem InformaçAo;VIA PUBLICA
49877665;02/01/2023;23:10:00;APARELHOS TELEFONICOS;FURTADO;ES;CONCEICAO DA BARRA;CENTRO;Sem InformaçAo;COMERCIO
49877693;02/01/2023;20:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;JARDIM AMERICA;Sem InformaçAo;VIA PUBLICA
49878052;02/01/2023;19:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PRAIA DE ITAPARICA;AV. SATURNINO RANGEL MAURO;VIA PUBLICA
49878698;02/01/2023;15:15:00;APARELHOS TELEFONICOS;ROUBADO;ES;VIANA;NOVA BETHANIA;Sem InformaçAo;VIA PUBLICA
49878999;02/01/2023;20:15:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;NOSSA SENHORA DA PENHA;AVENIDA CARLOS LINDENBERG;VIA PUBLICA
49879003;02/01/2023;03:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;CRISTOVAO COLOMBO;RUAD DOM JOAO VI;RESIDÊNCIA
49879003;02/01/2023;03:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;CRISTOVAO COLOMBO;RUAD DOM JOAO VI;RESIDÊNCIA
49880071;02/01/2023;23:35:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;SAO TORQUATO;MAGNO COUTINHO;VEICULO
49880484;02/01/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;PRAIA DA COSTA;Sem InformaçAo;VIA PUBLICA
49880673;02/01/2023;19:20:00;BICICLETA;FURTADO;ES;SERRA;NOVO HORIZONTE;RUA PAVAO;OUTRO LOCAL
49885456;02/01/2023;20:58:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ITAPOA;RUA PUBLICA;VIA PUBLICA
49885488;02/01/2023;Indeterminada;BICICLETA;FURTADO;ES;LINHARES;CONCEICAO;Sem InformaçAo;VIA PUBLICA
49885542;02/01/2023;06:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;IBES;Sem InformaçAo;VIA PUBLICA
49887259;02/01/2023;04:50:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;CONJUNTO JACARAIPE;RUA CANADA;RESIDÊNCIA
49912018;02/01/2023;11:30:00;APARELHOS TELEFONICOS;FURTADO;ES;NOVA VENECIA;ZONA RURAL;Sem InformaçAo;VIA PUBLICA
49934462;02/01/2023;21:25:00;APARELHOS TELEFONICOS;ROUBADO;ES;VIANA;UNIVERSAL;ESTRADA NOVA DE UNIVERSAL;VIA PUBLICA
49934991;02/01/2023;Indeterminada;BICICLETA;FURTADO;ES;SERRA;RESIDENCIAL VISTA DO MESTRE;AV CORSANTO;RESIDÊNCIA
49996679;02/01/2023;10:12:00;BICICLETA;ROUBADO;ES;CARIACICA;VILA PALESTINA;RUA DA CRUZADA;OUTRO LOCAL
50213543;02/01/2023;05:00:00;BICICLETA;FURTADO;ES;SERRA;VILA NOVA DE COLARES;RUA ITAIPU;RESIDÊNCIA
49857155;03/01/2023;03:30:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;AV MINISTRO EURICO SALES DE AGUIAR;CONSULTORIO
49857488;03/01/2023;06:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;PLANALTO;RUA 32;OUTRO LOCAL
49857746;03/01/2023;05:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;NOVA VALVERDE;RUA AMAZONAS;VIA PUBLICA
49858139;03/01/2023;04:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PORTAL DE JACARAIPE;AVENIDA RAUL LAO CASTELLO;VIA PUBLICA
49858152;03/01/2023;04:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV ELDER SCHERRER SOUZA;VIA PUBLICA
49858152;03/01/2023;04:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV ELDER SCHERRER SOUZA;VIA PUBLICA
49858152;03/01/2023;04:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV ELDER SCHERRER SOUZA;VIA PUBLICA
49858637;03/01/2023;06:00:00;APARELHOS TELEFONICOS;FURTADO;ES;LINHARES;CENTRO;RUA MONS PEDRINHA;RODOVIA ESTADUAL
49858659;03/01/2023;06:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PONTA DA FRUTA;Sem InformaçAo;VIA PUBLICA
49858997;03/01/2023;02:20:00;VEICULO;FURTADO;ES;VILA VELHA;JARDIM GUARANHUNS;AV CANAL DA COSTA;VIA PUBLICA
49859488;03/01/2023;03:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ROSARIO DE FATIMA;RUA CD;VIA PUBLICA
49859531;03/01/2023;05:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;CORAMARA;RUA PRINCIPAL DO CORAMARA;VIA PUBLICA
49859630;03/01/2023;09:00:00;VEICULO;ROUBADO;ES;CARIACICA;OUTRO LOCAL;RODOVIA DO CONTORNO;VIA PUBLICA
49859634;03/01/2023;11:40:00;APARELHOS TELEFONICOS;FURTADO;ES;MARATAIZES;CIDADE NOVA;AV. RUBENS RANGEL;CONSULTORIO
49859757;03/01/2023;10:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;CENTRO;ROD. SAMUEL BATISTA CRUZ;VIA PUBLICA
49859757;03/01/2023;10:00:00;VEICULO;ROUBADO;ES;LINHARES;CENTRO;ROD. SAMUEL BATISTA CRUZ;VIA PUBLICA
49859799;03/01/2023;06:40:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;SERRA DOURADA II;AV BRASILIA;RESIDÊNCIA
49859848;03/01/2023;05:17:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;VISTA DA SERRA II;AVENIDA IPE;VIA PUBLICA
49859941;03/01/2023;10:00:00;VEICULO;FURTADO;ES;CARIACICA;CAMPO GRANDE;AV CAMPO GRANDE;VIA PUBLICA
49860130;03/01/2023;07:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;CENTRO VILA VELHA;Sem InformaçAo;VIA PUBLICA
49860583;03/01/2023;09:00:00;APARELHOS TELEFONICOS;FURTADO;ES;SAO MATEUS;CENTRO;RUA CORONEL MATEUS CUNHA;COMERCIO
49860702;03/01/2023;12:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;JAGUARE;CENTRO;AV 9 DE AGOSTO;COMERCIO
49860712;03/01/2023;07:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CAMARA;ROD ES 010;VIA PUBLICA
49860903;03/01/2023;12:20:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;DE LOURDES;AV MARECHAL CAMPOS;ESCRITORIO
49861061;03/01/2023;14:23:00;APARELHOS TELEFONICOS;ROUBADO;ES;JAGUARE;BARRA SECA;RUA MARIA ESTELA BERNADETE;VIA PUBLICA
49861336;03/01/2023;13:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;ROD. LESTE OESTE.;VIA PUBLICA
49861336;03/01/2023;13:20:00;VEICULO;ROUBADO;ES;CARIACICA;CAMPO GRANDE;ROD. LESTE OESTE.;VIA PUBLICA
49861837;03/01/2023;12:30:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;SANTO ANTONIO;RUA SOLDADO MANOEL FURTADO;RESIDÊNCIA
49862170;03/01/2023;13:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;GUARAPARI;CENTRO;Sem InformaçAo;VIA PUBLICA
49862170;03/01/2023;13:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;GUARAPARI;CENTRO;Sem InformaçAo;VIA PUBLICA
49862519;03/01/2023;10:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;Sem InformaçAo;VIA PUBLICA
49862549;03/01/2023;08:00:00;VEICULO;FURTADO;ES;CARIACICA;JARDIM AMERICA;AV ESPIRITO SANTO;COMERCIO
49862842;03/01/2023;14:30:00;VEICULO;ROUBADO;ES;LINHARES;OUTRO LOCAL;Sem InformaçAo;VIA PUBLICA
49863149;03/01/2023;11:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;MATA DA PRAIA;AV DESEMBARGADOR DEMERVAL LIRIO;VIA PUBLICA
49863529;03/01/2023;02:20:00;BICICLETA;FURTADO;ES;VILA VELHA;CENTRO VILA VELHA;RUA HENRIQUE LARANJA;RESIDÊNCIA
49863996;03/01/2023;16:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;JAGUARE;CORREGO CAXIMBAU;RODOVIA DOM JOSE DALVIT;VIA PUBLICA
49864371;03/01/2023;18:24:00;VEICULO;FURTADO;ES;VILA VELHA;PRAIA DA COSTA;RUA ROMERO BOTELHO;VIA PUBLICA
49864382;03/01/2023;18:30:00;APARELHOS TELEFONICOS;FURTADO;ES;CACHOEIRO DE ITAPEMIRIM;SANTO ANTONIO;ANTONIO AUTOPEÇAS;VEICULO
49864487;03/01/2023;19:30:00;VEICULO;ROUBADO;ES;CARIACICA;FLEXAL II;RUA UNIAO;VIA PUBLICA
49864542;03/01/2023;17:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;GUARANHUNS;RUA LOURENCO SALLES;VIA PUBLICA
49864542;03/01/2023;17:40:00;VEICULO;ROUBADO;ES;VILA VELHA;GUARANHUNS;RUA LOURENCO SALLES;VIA PUBLICA
49864798;03/01/2023;21:15:00;APARELHOS TELEFONICOS;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;ABELARDO MACHADO;RUA IRENE LIMA MENEGAZZI;VIA PUBLICA
49864798;03/01/2023;21:15:00;VEICULO;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;ABELARDO MACHADO;RUA IRENE LIMA MENEGAZZI;VIA PUBLICA
49865028;03/01/2023;07:00:00;BICICLETA;FURTADO;ES;SERRA;FEU ROSA;AV RODRIGUES TALMA RIBEIRO;OUTRO LOCAL
49865185;03/01/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;ABELARDO MACHADO;Sem InformaçAo;VIA PUBLICA
49865185;03/01/2023;21:00:00;VEICULO;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;ABELARDO MACHADO;Sem InformaçAo;VIA PUBLICA
49865579;03/01/2023;21:40:00;VEICULO;ROUBADO;ES;SOORETAMA;ZONA RURAL;BR 101, PROXIMO AO POSTO SAO RAFAEL;OUTRO LOCAL
49865831;03/01/2023;21:20:00;VEICULO;ROUBADO;ES;PINHEIROS;PINHEIRINHO;RUA BOA NOVA;VIA PUBLICA
49867556;03/01/2023;20:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;CENTRO;Sem InformaçAo;OUTRO LOCAL
49867757;03/01/2023;04:43:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PORTAL DE JACARAIPE;AV. TALMA RODRIGUES;RODOVIA ESTADUAL
49867785;03/01/2023;04:45:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PARQUE JACARAIPE;RUA SAO PAULO;VIA PUBLICA
49867890;03/01/2023;20:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;JARDIM AMERICA;BR 262;VEICULO
49867912;03/01/2023;19:05:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;RESIDENCIAL JACARAIPE;AVENIDA MINAS GERAIS;COMERCIO
49868138;03/01/2023;14:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;PRAIA DO CANTO;ALAMADA PONTA FORMOSA;VIA PUBLICA
49868166;03/01/2023;20:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;PINHEIROS;PINHEIRINHO;RODOVIA PINHEIRINHO X ASSENTAMENTO N VITORIA;VIA PUBLICA
49868166;03/01/2023;20:00:00;VEICULO;ROUBADO;ES;PINHEIROS;PINHEIRINHO;RODOVIA PINHEIRINHO X ASSENTAMENTO N VITORIA;VIA PUBLICA
49868211;03/01/2023;04:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ALTEROSAS;Sem InformaçAo;VIA PUBLICA
49868592;03/01/2023;04:04:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PRAIA DA COSTA;RUA  HUMBERTO SERRANO;OUTRO LOCAL
49868614;03/01/2023;15:45:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;JUCUTUQUARA;Sem InformaçAo;ESCOLA
49868665;03/01/2023;22:30:00;VEICULO;ROUBADO;ES;PINHEIROS;OUTRO LOCAL;Sem InformaçAo;FLORESTA
49868891;03/01/2023;22:00:00;BICICLETA;ROUBADO;ES;MARATAIZES;BARRA DE ITAPEMIRIM;AV RUBENS RANGEL;VIA PUBLICA
49868891;03/01/2023;22:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;MARATAIZES;BARRA DE ITAPEMIRIM;AV RUBENS RANGEL;VIA PUBLICA
49868985;03/01/2023;20:30:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;JARDIM BOTANICO;Sem InformaçAo;COMERCIO
49869183;03/01/2023;19:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;NOVA BRASILIA;VIA PUBLICA;VIA PUBLICA
49869432;03/01/2023;23:30:00;VEICULO;FURTADO;ES;VILA VELHA;PRAIA DAS GAIVOTAS;AV. MUQUI;VIA PUBLICA
49869605;03/01/2023;01:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;NOVA ROSA DA PENHA;Sem InformaçAo;COMERCIO
49869806;03/01/2023;23:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;HELIO FERRAZ;Sem InformaçAo;VIA PUBLICA
49869896;03/01/2023;18:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CARAPINA GRANDE;AVENIDA DOIS;VIA PUBLICA
49870221;03/01/2023;17:00:00;APARELHOS TELEFONICOS;FURTADO;ES;GUARAPARI;NOVA GUARAPARI;AVENIDA VINHA DEL MAR;OUTRO LOCAL
49870422;03/01/2023;20:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;AV BR 262;VEICULO
49870431;03/01/2023;00:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;ATILIO VIVACQUA;CENTRO;RUA PRINCIPAL;VIA PUBLICA
49870517;03/01/2023;04:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;BENTO FERREIRA;AV DESEMBARGADOR MASCARENHAS;OUTRO LOCAL
49870547;03/01/2023;16:45:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PORTO CANOA;Sem InformaçAo;VIA PUBLICA
49870598;03/01/2023;19:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;NOVO PORTO CANOA;PROXIMO PISTA DE BMX;VIA PUBLICA
49870613;03/01/2023;22:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;JARDIM BELA VISTA;RUA CASTELO;VIA PUBLICA
49870656;03/01/2023;00:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;ATILIO VIVACQUA;CENTRO;RUA PRINCIPAL;VIA PUBLICA
49871186;03/01/2023;19:25:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;SAO DIOGO II;RUA OLAVO BILAC;VIA PUBLICA
49871287;03/01/2023;07:40:00;VEICULO;ROUBADO;ES;VILA VELHA;NOVO MEXICO;AV SERGIO CARDOSO;VIA PUBLICA
49871465;03/01/2023;17:30:00;BICICLETA;FURTADO;ES;VITORIA;JARDIM CAMBURI;RUA CARLOS MARTINS;VIA PUBLICA
49871908;03/01/2023;05:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PARQUE JACARAIPE;AV AUDIFAS BARCELOS;VIA PUBLICA
49874240;03/01/2023;23:00:00;VEICULO;FURTADO;ES;SERRA;COLINA DE LARANJEIRAS;AV. BRAUNA;VIA PUBLICA
49877416;03/01/2023;01:00:00;BICICLETA;FURTADO;ES;MARATAIZES;BARRA DE ITAPEMIRIM;RUA JOSE BRUMANA;RESIDÊNCIA
49878081;03/01/2023;22:00:00;APARELHOS TELEFONICOS;FURTADO;ES;COLATINA;SAO SILVANO;RUA PEDRO GIURIZATTO;RESIDÊNCIA
49880023;03/01/2023;06:30:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;ALVORADA;RUA ANA SIQUEIRA;OUTRO LOCAL
49880084;03/01/2023;19:00:00;BICICLETA;FURTADO;ES;CONCEICAO DA BARRA;CENTRO;BECO DO ESTADIO;RESIDÊNCIA
49880273;03/01/2023;14:30:00;VEICULO;ROUBADO;ES;LINHARES;OUTRO LOCAL;Sem InformaçAo;OUTRO LOCAL
49880629;03/01/2023;21:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CAMARA;RUA JOSE RONALDO BARBOSA;VIA PUBLICA
49880977;03/01/2023;04:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;NOVA ZELANDIA;AV TALMA RODRIGUES RIBEIRO;OUTRO LOCAL
49883970;03/01/2023;15:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;GUARAPARI;CENTRO;PRAIA DAS PELOTAS;OUTRO LOCAL
49883970;03/01/2023;15:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;GUARAPARI;CENTRO;PRAIA DAS PELOTAS;OUTRO LOCAL
49885532;03/01/2023;07:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ITAPOA;Sem InformaçAo;VIA PUBLICA
49886907;03/01/2023;18:55:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CHACARA PARREIRAL;RUA RAIMUNDO CORREIA;VIA PUBLICA
49922467;03/01/2023;22:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VIANA;INDUSTRIAL;RUA PEDRO MACHADO DA SILVA;VIA PUBLICA
49922611;03/01/2023;14:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;PRAIA DO CANTO;ALAMEDA PONTA FORMOSA;OUTRO LOCAL
49942489;03/01/2023;22:10:00;VEICULO;ROUBADO;ES;SERRA;SAO GERALDO;AV PRESIDENTE VARGAS;VIA PUBLICA
49950488;03/01/2023;00:00:00;VEICULO;FURTADO;ES;VITORIA;JARDIM CAMBURI;RUA ITALINA PEREIRA MOTTA;VIA PUBLICA
50360749;03/01/2023;13:30:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;PROX AMERICANA;OUTRO LOCAL
52122855;03/01/2023;Indeterminada;VEICULO;FURTADO;ES;SERRA;MANOEL PLAZA;AVENIDA NORTE SUL;VIA PUBLICA
49866894;04/01/2023;04:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;TUCUM;RUA VALE DO RIO DOCE;VIA PUBLICA
49866974;04/01/2023;05:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;SANTANA;RUA LAURINDA PEREIRA DO NASCIMENTO;VIA PUBLICA
49866987;04/01/2023;05:20:00;VEICULO;ROUBADO;ES;VILA VELHA;PRAIA DA COSTA;RUA SERGIPE;VIA PUBLICA
49867589;04/01/2023;07:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;RUA ALMIRANTE TAMANDARE;VIA PUBLICA
49867589;04/01/2023;07:20:00;VEICULO;ROUBADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;RUA ALMIRANTE TAMANDARE;VIA PUBLICA
49867748;04/01/2023;05:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;NOVO MEXICO;AÇUCENA;VIA PUBLICA
49867748;04/01/2023;05:30:00;VEICULO;ROUBADO;ES;VILA VELHA;NOVO MEXICO;AÇUCENA;VIA PUBLICA
49867823;04/01/2023;07:50:00;VEICULO;FURTADO;ES;VIANA;BOM PASTOR;RUA PASTEUR;RESIDÊNCIA
49867850;04/01/2023;05:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;PORTO DE SANTANA;AV VALE DO RIO DOCE;VIA PUBLICA
49867903;04/01/2023;00:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;VERA CRUZ;RUA ANGELINA POSLAY;VIA PUBLICA
49868435;04/01/2023;05:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;SANTOS DUMONT;RUA ANTENOR FASSARELA;VIA PUBLICA
49868643;04/01/2023;07:40:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;VILA PALESTINA;Sem InformaçAo;OUTRO LOCAL
49869110;04/01/2023;01:20:00;APARELHOS TELEFONICOS;FURTADO;ES;ALEGRE;TRIANGULO;PRAÇA ANTONIO CORREA MONTEIRO;RESIDÊNCIA
49869274;04/01/2023;08:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;MONTANHA;CENTRO;AV. ANTONIO PAULINO;COMERCIO
49869615;04/01/2023;10:30:00;VEICULO;ROUBADO;ES;CARIACICA;ZONA RURAL;Sem InformaçAo;RODOVIA ESTADUAL
49869844;04/01/2023;06:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ATAIDE;RUA LIDIO DAL COL;VIA PUBLICA
49869861;04/01/2023;Indeterminada;VEICULO;FURTADO;ES;SERRA;TERMINAL INTERMODAL DA SERRA (TIMS);RODOVIA BR 101 NORTE, KM 271;OUTRO LOCAL
49869965;04/01/2023;10:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;JARDIM LIMOEIRO;AV  S 10;VEICULO
49870228;04/01/2023;05:23:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;LARANJEIRAS VELHA;AVENIDA MANOEL CORONEL NUNES;VIA PUBLICA
49870564;04/01/2023;04:22:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;CACAROCA;RUA AROABA;RESIDÊNCIA
49870713;04/01/2023;Indeterminada;VEICULO;FURTADO;ES;SERRA;JARDIM TROPICAL;RUA SANTA LUZIA;VIA PUBLICA
49870890;04/01/2023;14:00:00;VEICULO;ROUBADO;ES;CARIACICA;SANTA CECILIA;RUA NOSSA SENHORA PENHA;VIA PUBLICA
49871325;04/01/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;JAGUARE;CENTRO;Sem InformaçAo;VIA PUBLICA
49871603;04/01/2023;15:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;JAGUARE;JUNDIA;REPRESA DO JUNDIA;OUTRO LOCAL
49871603;04/01/2023;15:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;JAGUARE;JUNDIA;REPRESA DO JUNDIA;OUTRO LOCAL
49871676;04/01/2023;01:14:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;MANOEL PLAZA;AV. C;VIA PUBLICA
49871961;04/01/2023;04:00:00;VEICULO;FURTADO;ES;ARACRUZ;CENTRO;RUA DA ALEGRIA;OUTRO LOCAL
49871988;04/01/2023;22:10:00;VEICULO;ROUBADO;ES;SERRA;JARDIM BELA VISTA;RUA CASTELO;VIA PUBLICA
49872071;04/01/2023;14:00:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;PARQUE RESIDENCIAL MESTRE ALVARO;AV SALVADOR;VIA PUBLICA
49872414;04/01/2023;09:30:00;VEICULO;FURTADO;ES;SERRA;HELIO FERRAZ;RUA RACHEL VITALINO DE BRITO;VIA PUBLICA
