Nº OCORRENCIA;DATA DO FATO;HORA DO FATO;GRUPO DE INCIDENTE;TIPO DE INCIDENTE;UF;MUNICIPIO;BAIRRO;TIPO LOCAL
51900680;29/07/2023;19:21:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JAGUARE;BARRA SECA VELHA;DomicIlio
51902065;29/07/2023;19:35:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PEDRO CANARIO;SAO GERALDO;Via PUblica
51898345;29/07/2023;14:53:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;PLANALTO SERRANO;Via PUblica
51895100;29/07/2023;04:32:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;VILA NOVA DE COLARES;Via PUblica
51908234;30/07/2023;19:19:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUARAPARI;PORTAL CLUB;Via PUblica
51912215;30/07/2023;21:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PEDRO CANARIO;CRISTAL DO NORTE;DomicIlio
51903921;30/07/2023;05:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO DOMINGOS DO NORTE;ZONA RURAL;Estabelecimento Comercial
51895100;30/07/2023;18:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;VILA NOVA DE COLARES;Via PUblica
51905769;30/07/2023;13:34:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;VISTA DA SERRA I;Via PUblica
51919418;01/08/2023;00:07:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;CARIACICA SEDE;DomicIlio
51934238;02/08/2023;18:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;JARDIM BELA VISTA;DomicIlio
51931174;02/08/2023;13:20:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;NOVA CARAPINA II;Curso D'Agua
51940945;03/08/2023;15:26:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;CORREGO GRANDE;Terreno Baldio / ConstruCAo / Mata
51951610;04/08/2023;18:01:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;JARDIM BELA VISTA;Via PUblica
51951610;04/08/2023;18:01:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;JARDIM BELA VISTA;Via PUblica
51952154;04/08/2023;19:06:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;GLORIA;Via PUblica
51960045;05/08/2023;17:10:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;NOVA ROSA DA PENHA II;Via PUblica
51955854;05/08/2023;08:42:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;NOVA VENECIA;CEDROLANDIA;Outros Locais
51957716;05/08/2023;12:23:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;BOM SUCESSO;DomicIlio
51959496;05/08/2023;16:12:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;BALNEARIO DE CARAPEBUS;Templos Religiosos
51969728;06/08/2023;19:02:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;ITACIBA;Via PUblica
51967877;06/08/2023;15:08:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;NOVO HORIZONTE;Via PUblica
51968045;06/08/2023;15:29:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;SANTA TEREZA;DomicIlio
51996962;09/08/2023;18:01:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;SAO PEDRO;Estabelecimento Comercial
51999290;10/08/2023;07:26:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;NOVA ESPERANCA;Via PUblica
52005469;10/08/2023;18:46:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;VALE ENCANTADO;Via PUblica
52008237;11/08/2023;04:18:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ZUMBI DOS PALMARES;Via PUblica
52018240;12/08/2023;02:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;GILSON CARONE;Estabelecimento Comercial
52017904;12/08/2023;01:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;GILSON CARONE;Via PUblica
52021785;12/08/2023;14:29:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SANTA TERESA;JARDIM DA MONTANHA;DomicIlio
52017900;12/08/2023;01:34:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;FEU ROSA;DomicIlio
52030312;13/08/2023;07:30:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LARANJA DA TERRA;PICADAO;Via PUblica
52036621;13/08/2023;21:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;NOVA VENECIA;CORREGO DO LIMAO;Via PUblica
52033491;13/08/2023;15:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO DOMINGOS DO NORTE;BRACO SUL;Curso D'Agua
52035255;13/08/2023;19:00:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;VISTA DA SERRA I;DomicIlio
52037718;14/08/2023;01:13:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ITARANA;PRACA OITO;DomicIlio
52054555;15/08/2023;22:48:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;CAMPINHO DA SERRA I;Via PUblica
52062920;16/08/2023;22:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PEDRO CANARIO;CENTRO;Via PUblica
52058909;16/08/2023;14:04:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;TAQUARA II;Via PUblica
52063006;16/08/2023;22:22:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;VILA GARRIDO;Via PUblica
52054907;16/08/2023;00:10:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;ILHA DO PRINCIPE;Via PUblica
52059796;16/08/2023;15:48:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;JARDIM CAMBURI;DomicIlio
52062177;16/08/2023;20:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;VILA RUBIM;Via PUblica
52070229;17/08/2023;19:27:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CASTELO;NITEROI;Via PUblica
52064356;17/08/2023;07:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUARAPARI;CENTRO;Outros Locais
52064535;17/08/2023;07:35:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;NOVA VENECIA;ZONA RURAL;Estabelecimento Comercial
52068068;17/08/2023;15:11:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;TAQUARA I;Via PUblica
52078258;18/08/2023;18:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO ROQUE DO CANAA;NOSSA SENHORA DAS GRACAS;Terreno Baldio / ConstruCAo / Mata
52087920;19/08/2023;20:37:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;ITACIBA;Terreno Baldio / ConstruCAo / Mata
52088684;19/08/2023;21:49:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JAGUARE;SEAC;Via PUblica
52097359;21/08/2023;04:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;NESTOR GOMES;Estabelecimento de SaUde
52112756;22/08/2023;16:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BAIXO GUANDU;SAO JOSE;Estabelecimento Comercial
52109195;22/08/2023;10:06:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;JACARAIPE;Mar
52669208;23/08/2023;12:27:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ARACRUZ;CENTRO;Outros Locais
52116362;23/08/2023;00:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;BOA SORTE;Via PUblica
52123388;23/08/2023;18:34:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;PALMEIRAS;Terreno Baldio / ConstruCAo / Mata
52122509;23/08/2023;17:02:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ALVORADA;Via PUblica
52119947;23/08/2023;12:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;PEDRA DOS BUZIOS;DomicIlio
52129832;24/08/2023;19:51:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SANTA MARIA DE JETIBA;SAO LUIS;Via PUblica
52141300;25/08/2023;22:44:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;ILHA DO PRINCIPE;Via PUblica
52148658;26/08/2023;18:57:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MANTENOPOLIS;CORREGO VISTA ALEGRE;DomicIlio
52142198;26/08/2023;01:02:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;JARDIM BELA VISTA;Via PUblica
52140557;26/08/2023;00:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VENDA NOVA DO IMIGRANTE;SAO JOAO DO VICOSA;DomicIlio
52152609;27/08/2023;07:52:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JAGUARE;CORREGO DAS ARARAS;Via PUblica
52152022;27/08/2023;03:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;INTERLAGOS;DomicIlio
52157715;28/08/2023;00:21:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;AMARELO;Via PUblica
52161264;28/08/2023;13:18:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;CAMPINHO DA SERRA I;Terreno Baldio / ConstruCAo / Mata
52177591;29/08/2023;22:46:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;AYRTON SENNA;Via PUblica
52167872;29/08/2023;04:31:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;AVISO;DomicIlio
52168473;29/08/2023;08:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;SAO TORQUATO;Via PUblica
52196108;31/08/2023;20:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VALERIO;VILA NOVA;DomicIlio
52205583;01/09/2023;20:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;GRAUNA;Via PUblica
52195303;01/09/2023;06:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IUNA;ZONA RURAL;Via PUblica
52205932;01/09/2023;20:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;SHELL;Via PUblica
52202625;01/09/2023;15:49:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SOORETAMA;ZONA RURAL;Terreno Baldio / ConstruCAo / Mata
52202625;01/09/2023;15:49:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SOORETAMA;ZONA RURAL;Terreno Baldio / ConstruCAo / Mata
52202625;01/09/2023;15:49:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SOORETAMA;ZONA RURAL;Terreno Baldio / ConstruCAo / Mata
52211059;02/09/2023;10:51:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;PORTO DE SANTANA;Mar
52210491;02/09/2023;09:49:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;SAO VICENTE;Estabelecimento Comercial
52207795;02/09/2023;00:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JERONIMO MONTEIRO;SANTO ANTONIO;Estabelecimento Comercial
52216759;02/09/2023;22:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;NOVA CARAPINA II;Via PUblica
52209012;02/09/2023;06:18:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;BOA VISTA I;Via PUblica
52212555;02/09/2023;14:13:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;JARDIM DA PENHA;Ponte / Viaduto
52224543;03/09/2023;20:39:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;SAO LUIZ GONZAGA;Via PUblica
52218703;03/09/2023;05:52:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VARGEM ALTA;JACIGUA;Via PUblica
52228563;04/09/2023;10:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;BOA SORTE;Terreno Baldio / ConstruCAo / Mata
52243113;05/09/2023;19:37:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;RESIDENCIAL CENTRO DA SERRA;Via PUblica
52240007;05/09/2023;14:45:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;FORTE SAO JOAO;Estabelecimento de SaUde
52250703;06/09/2023;17:36:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BAIXO GUANDU;SAPUCAIA;Via PUblica
52246238;06/09/2023;08:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;ALTO DA BOA VISTA;DomicIlio
52251573;06/09/2023;19:29:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;CASTELO BRANCO;Via PUblica
52251501;06/09/2023;07:32:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;NOVA ESPERANCA;Via PUblica
52249894;06/09/2023;15:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;ZONA RURAL;DomicIlio
52260766;07/09/2023;22:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;SANTA LUZIA;Via PUblica
52263190;08/09/2023;08:44:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;ZONA RURAL;DomicIlio
52269547;08/09/2023;22:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VALERIO;SAO JORGE DA BARRA SECA;Via PUblica
52275713;09/09/2023;10:36:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;TEIXEIRA LEITE;DomicIlio
52275357;09/09/2023;18:08:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;CAMPINA GRANDE;Terreno Baldio / ConstruCAo / Mata
52276748;09/09/2023;20:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;PONTAL DO IPIRANGA;DomicIlio
52269547;09/09/2023;22:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VALERIO;SAO JORGE DA BARRA SECA;Via PUblica
52272354;09/09/2023;10:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;DIVINO ESPIRITO SANTO;Via PUblica
52284650;10/09/2023;20:00:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;PLANALTO;DomicIlio
52283082;10/09/2023;16:31:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MIMOSO DO SUL;MANGUEIRA;Terreno Baldio / ConstruCAo / Mata
52279654;10/09/2023;05:22:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;VILA NOVA DE COLARES;Via PUblica
52287360;11/09/2023;08:31:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BARRA DE SAO FRANCISCO;VILA LUCIENE;Via PUblica
52286228;11/09/2023;00:47:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;VISTA DA SERRA I;Via PUblica
52288092;11/09/2023;09:58:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;DIVINO ESPIRITO SANTO;Via PUblica
52298702;12/09/2023;13:27:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VALERIO;NOSSA SENHORA DA PENHA;Via PUblica
52310968;13/09/2023;22:22:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ATILIO VIVACQUA;NITEROI;Via PUblica
52304264;13/09/2023;07:41:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;PRAIA DE CARAPEBUS;Terreno Baldio / ConstruCAo / Mata
52152022;14/09/2023;16:36:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;INTERLAGOS;DomicIlio
52311946;14/09/2023;00:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;JARDIM LIMOEIRO;Via PUblica
52323080;15/09/2023;11:05:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUARAPARI;AEROPORTO;DomicIlio
52334651;16/09/2023;18:00:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUARAPARI;MUQUICABA;Terreno Baldio / ConstruCAo / Mata
52332482;16/09/2023;13:18:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MARATAIZES;PONTAL DA BARRA;DomicIlio
52336122;16/09/2023;20:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VIANA;ARACATIBA;DomicIlio
52333220;16/09/2023;15:09:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;DIVINO ESPIRITO SANTO;Via PUblica
52342079;17/09/2023;15:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;ITACIBA;Via PUblica
52339327;17/09/2023;07:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ITAPEMIRIM;ITAOCA;DomicIlio
52348770;18/09/2023;11:11:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VALERIO;CENTRO;DomicIlio
52354418;18/09/2023;21:06:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;BAIRRO DA PENHA;Via PUblica
52360107;19/09/2023;15:12:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;SAO MIGUEL;Terreno Baldio / ConstruCAo / Mata
52364123;20/09/2023;01:19:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;VILA MERLO;Via PUblica
52370189;20/09/2023;18:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;SAO MARCOS;Via PUblica
52378859;21/09/2023;17:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;NOVO PORTO CANOA;Via PUblica
52373844;21/09/2023;06:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;SANTO ANTONIO;Mar
52390257;22/09/2023;20:59:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;MORADA DA BARRA;DomicIlio
52393253;23/09/2023;00:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;VILA NOVA DE COLARES;Via PUblica
52409017;24/09/2023;20:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ARACRUZ;GUANABARA;Via PUblica
52409017;24/09/2023;20:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ARACRUZ;GUANABARA;Via PUblica
52406188;24/09/2023;14:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;VILA CAPIXABA;Via PUblica
52408641;24/09/2023;19:48:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ECOPORANGA;CENTRO;Via PUblica
52408251;24/09/2023;19:05:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;NOVA VENECIA;AEROPORTO;Via PUblica
52402970;24/09/2023;03:23:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;RESIDENCIAL PARQUE WASHINGTON;PraCa / Parques / Area PUblica
52402970;24/09/2023;03:23:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;RESIDENCIAL PARQUE WASHINGTON;PraCa / Parques / Area PUblica
52414799;25/09/2023;13:11:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BAIXO GUANDU;CORREGO MONJOLO;DomicIlio
52418983;25/09/2023;20:13:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;SANTA CRUZ;Via PUblica
52419962;25/09/2023;22:41:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;BALNEARIO DE CARAPEBUS;Via PUblica
52420971;26/09/2023;05:01:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;NOVA ROSA DA PENHA;Via PUblica
52433593;27/09/2023;13:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;VINTE E TRES DE MAIO;DomicIlio
52448046;28/09/2023;22:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PINHEIROS;JUNDIA;DomicIlio
52448046;28/09/2023;22:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PINHEIROS;JUNDIA;DomicIlio
52455526;29/09/2023;20:41:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;NOVA ESPERANCA;Via PUblica
